Site Key,Pre Install File,Post Install File,Software Version,Sat,Tran,Freq,Polar,SigType,CodRate,Pre Install Signal Margin,Post Install Signal Margin,Pre Install C/N,Post Install C/N,Pre Install Es/No,Post Install Es/No,Pre Install Eb/No,Post Install Eb/No,Pre Install Lock,Post Install Lock,DnLink,Pre Install FreqErr,Post Install FreqErr,Baud,Pre Limit,Pre Limit Color Code,Pre Limit Margin,Post Limit,Post Limit Color Code,Post Limit Margin,Delta C/N Pre & Post,LNB Model,LNB Service,LNB System,Pre LnbI,Pre LnbV,Post LnbI,Post LnbV,Region,Pre Install Date,Post Install Date,Pre Install Time,Post Install Time,Limit Table
100800,G14-H-PRE-100800.spop,., 1.66,G14,Tr 23C,990.0,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4160.0,0.0,.,29080,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:32:07,.,.
100800,G14-H-PRE-100800.spop,., 1.66,G14,Tr 23,989.9639999999999,Horizontal,DVB-S2 8PSK,R3/4,7.9,.,14.8,.,15.8,.,12.4,.,1,.,4160.04,-0.53,.,30000,Pass,Green,5.7,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:32:07,.,ModCod
100800,G17-H-PRE-100800.spop,., 1.66,G17,Tr 7,1310.032,Horizontal,DVB-S QPSK,R7/8,7.0,.,14.2,.,15.5,.,13.4,.,1,.,3839.97,-0.09,.,29270,Pass,Green,4.8,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:26:33,.,ModCod
100800,G17-H-PRE-100800.spop,., 1.66,G17,Tr 9C,1270.0,Horizontal,DVB-S2 8PSK,R5/6,4.7,.,13.3,.,14.1,.,10.3,.,1,.,3880.0,-0.05,.,30000,Pass,Green,2.5,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:26:33,.,ModCod
100800,G17-H-PRE-100800.spop,., 1.66,G17,Tr 19C,1065.5,Horizontal,DVB-S2 8PSK,R5/6,1.5,.,10.1,.,10.9,.,7.0,.,1,.,4084.5,-0.04,.,21627,Fail,Red,-0.7,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:26:33,.,ModCod
100800,G17-H-PRE-100800.spop,., 1.66,G17,Tr 23,989.96,Horizontal,DVB-S2 8PSK,R3/4,5.6,.,12.5,.,13.5,.,10.1,.,1,.,4160.04,0.01,.,31250,Pass,Green,3.4,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:26:33,.,ModCod
100800,AMC11-V-PRE-100800.spop,., 1.66,AMC11,Tr 15,1150.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4000.0,0.0,.,34300,.,.,.,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:28:55,.,.
100800,AMC11-V-PRE-100800.spop,., 1.66,AMC11,Tr 17,1110.0,Vertical,DVB-S2 8PSK,R5/6,3.1,.,11.7,.,12.5,.,8.6,.,1,.,4040.0,-0.04,.,34300,Pass,Green,0.9,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:28:55,.,SLF
100800,AMC11-V-PRE-100800.spop,., 1.66,AMC11,Tr 21,1030.0,Vertical,DVB-S2 8PSK,R5/6,1.7,.,10.3,.,11.1,.,7.2,.,1,.,4120.0,-0.04,.,34300,Fail,Red,-0.5,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:28:55,.,SLF
100800,AMC11-V-PRE-100800.spop,., 1.66,AMC11,Tr 23,990.0,Vertical,DVB-S2 8PSK,R5/6,4.8,.,13.4,.,14.2,.,10.4,.,1,.,4160.0,-0.04,.,30000,Pass,Green,2.6,.,.,.,.,LO=5.15 3.4-4.2,Generic C Band,H/V Sngl Pol LN,Under,17.8,.,.,NE Continent US,02/11/2021,.,09:28:55,.,SLF
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr D9B1,1446.004,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3704.0,0.0,.,2734,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr D9C1,1442.0079999999998,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3707.99,0.0,.,2734,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr I5A1,1433.96,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3716.04,0.0,.,4775,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr D6A1,1425.004,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3725.0,0.0,.,10000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr H9A1,1417.0079999999998,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3732.99,0.0,.,2734,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr D9D1,1416.976,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3733.02,0.0,.,2734,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr H9E1,1409.9720000000002,Horizontal,DVB-S2 8PSK,R5/6,6.9,.,15.0,.,16.3,.,13.0,.,1,.,3740.03,-0.01,.,32727,Pass,Green,3.4,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,ModCod
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr D9E1,1401.976,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3748.02,0.0,.,2734,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr D9F1,1385.308,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3764.69,0.0,.,2734,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr 3,1377.164,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3772.84,0.0,.,4444,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr 4,1369.9720000000002,Horizontal,DVB-S2 8PSK,R5/6,7.0,.,15.1,.,16.4,.,13.1,.,1,.,3780.03,-0.03,.,30000,Pass,Green,3.5,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,ModCod
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr 6,1330.04,Horizontal,DVB-S2 8PSK,R5/6,7.7,.,15.8,.,17.1,.,13.8,.,1,.,3819.96,-0.1,.,29724,Pass,Green,4.2,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,ModCod
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr 7,1310.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3840.0,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr 9,1270.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3880.0,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr 10,1250.0,Horizontal,DVB-S2 8PSK,R5/6,8.7,.,16.8,.,18.1,.,14.8,.,1,.,3900.0,-0.05,.,30000,Pass,Green,5.2,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,ModCod
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr 11,1230.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3920.0,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr 12,1210.0,Horizontal,DC2,.,.,.,.,.,.,.,.,.,0,.,3940.0,0.0,.,29270,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr 14,1170.0,Horizontal,DVB-S2 8PSK,R5/6,9.0,.,17.1,.,18.4,.,15.1,.,1,.,3980.0,-0.05,.,30000,Pass,Green,5.5,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,ModCod
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr 17A,1120.0,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,4030.0,0.0,.,12400,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr 17B,1102.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4048.0,0.0,.,15800,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr 18,1090.0,Horizontal,DC2,R3/4,9.8,.,15.4,.,16.7,.,15.5,.,1,.,4060.0,-0.06,.,29270,Pass,Green,6.3,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,ModCod
100900,SES1-V-PRE-100900.spop,., 1.64,SES1,Tr 19,1070.0,Vertical,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4080.0,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,.
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr 20,1050.0,Horizontal,DVB-S2 8PSK,R5/6,8.2,.,16.3,.,17.6,.,14.3,.,1,.,4100.0,-0.05,.,30000,Pass,Green,4.7,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,SLF
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr 22,1010.0,Horizontal,DVB-S QPSK,R3/4,8.1,.,13.7,.,15.0,.,13.8,.,1,.,4140.0,-0.06,.,29268,Pass,Green,4.6,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,SLF
100900,SES1-H-PRE-100900.spop,., 1.64,SES1,Tr 24,970.0,Horizontal,DVB-S2 8PSK,R5/6,7.2,.,15.3,.,16.6,.,13.3,.,1,.,4180.0,-0.04,.,30000,Pass,Green,3.7,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:54:55,.,SLF
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 1,1430.0320000000002,Horizontal,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3719.97,0.0,.,26667,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 3,1389.9360000000001,Horizontal,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3760.06,0.0,.,19886,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-V-PRE-100900.spop,., 1.64,G14,Tr 4,1370.056,Vertical,DVB-S2 8PSK,R5/6,4.8,.,12.9,.,14.2,.,10.9,.,1,.,3779.94,-0.11,.,30000,Pass,Green,1.3,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,ModCod
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 5,1359.9720000000002,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3790.03,0.0,.,13200,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-V-PRE-100900.spop,., 1.64,G14,Tr 6,1330.0320000000002,Vertical,DVB-S2 8PSK,R3/4,7.6,.,14.2,.,15.5,.,12.6,.,1,.,3819.97,-0.09,.,30000,Pass,Green,4.1,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,ModCod
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 7,1309.9360000000001,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3840.06,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 9,1269.9360000000001,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3880.06,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 11,1229.992,Horizontal,DC2,.,.,.,.,.,.,.,.,.,0,.,3920.01,0.0,.,29264,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-V-PRE-100900.spop,., 1.64,G14,Tr 12,1209.9,Vertical,DC2,R3/4,8.9,.,14.5,.,15.8,.,14.6,.,1,.,3940.1,0.03,.,29264,Pass,Green,5.4,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,ModCod
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 13,1189.924,Horizontal,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3960.08,0.0,.,29270,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-V-PRE-100900.spop,., 1.64,G14,Tr 14,1169.94,Vertical,DVB-S2 8PSK,R5/6,6.6,.,14.7,.,16.0,.,12.7,.,1,.,3980.06,0.01,.,30000,Pass,Green,3.1,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,ModCod
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 15,1149.972,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4000.03,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-V-PRE-100900.spop,., 1.64,G14,Tr 16,1129.972,Vertical,DVB-S2 8PSK,R5/6,7.0,.,15.1,.,16.4,.,13.1,.,1,.,4020.03,-0.01,.,30000,Pass,Green,3.5,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,ModCod
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 17,1109.944,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4040.06,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-V-PRE-100900.spop,., 1.64,G14,Tr 18,1089.972,Vertical,DVB-S2 8PSK,R5/6,6.8,.,14.9,.,16.2,.,12.9,.,1,.,4060.03,-0.01,.,32700,Pass,Green,3.3,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,ModCod
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 19,1069.968,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4080.03,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-V-PRE-100900.spop,., 1.64,G14,Tr 20,1049.928,Vertical,DC2,.,.,.,.,.,.,.,.,.,0,.,4100.07,0.0,.,29270,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 21,1029.964,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4120.04,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-H-PRE-100900.spop,., 1.64,G14,Tr 23,989.9639999999999,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4160.04,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,.
100900,G14-V-PRE-100900.spop,., 1.64,G14,Tr 24,969.952,Vertical,DVB-S2 8PSK,R5/6,7.4,.,15.5,.,16.8,.,13.5,.,1,.,4180.05,0.01,.,30000,Pass,Green,3.9,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,13:28:28,.,ModCod
100900,G17-H-PRE-100900.spop,., 1.64,G17,Tr A8A1,1434.476,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3715.52,0.0,.,21600,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,.
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr 2,1409.9479999999999,Vertical,DVB-S2 8PSK,R3/4,9.7,.,16.3,.,17.6,.,14.7,.,1,.,3740.05,-0.01,.,31250,Pass,Green,6.2,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-H-PRE-100900.spop,., 1.64,G17,Tr 3,1399.068,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3750.93,0.0,.,14410,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,.
100900,G17-H-PRE-100900.spop,., 1.64,G17,Tr H9A1,1376.476,Horizontal,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3773.52,0.0,.,6620,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,.
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr 4,1369.9160000000002,Vertical,DC2,R3/4,12.0,.,17.6,.,18.9,.,17.7,.,1,.,3780.08,0.02,.,29270,Pass,Green,8.5,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr 6,1329.9160000000002,Vertical,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3820.08,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,.
100900,G17-H-PRE-100900.spop,., 1.64,G17,Tr 7,1310.032,Horizontal,DVB-S QPSK,.,.,.,.,.,.,.,.,.,0,.,3839.97,0.0,.,29270,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,.
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr 8,1289.932,Vertical,DVB-S2 8PSK,R3/4,8.0,.,14.6,.,15.9,.,13.0,.,1,.,3860.07,0.02,.,31248,Pass,Green,4.5,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-H-PRE-100900.spop,., 1.64,G17,Tr A8C1,1269.968,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,3880.03,0.0,.,30000,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,.
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr I5B1,1224.996,Vertical,DVB-S2 8PSK,R2/3,11.7,.,17.3,.,18.6,.,16.2,.,1,.,3925.0,-0.04,.,4250,Pass,Green,8.2,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr D6A1,1219.556,Vertical,DVB-S QPSK,R3/4,8.5,.,14.1,.,15.4,.,14.2,.,1,.,3930.44,-0.03,.,3255,Pass,Green,5.0,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr I5C1,1215.588,Vertical,DVB-S QPSK,R7/8,7.4,.,14.6,.,15.9,.,14.1,.,1,.,3934.41,-0.02,.,2478,Pass,Green,3.9,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr D6B1,1203.004,Vertical,DVB-S2 8PSK,R5/6,7.7,.,15.8,.,17.1,.,13.8,.,1,.,3947.0,-0.04,.,18333,Pass,Green,4.2,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr I5D1,1184.464,Vertical,DVB-S2 8PSK,R3/4,7.4,.,14.0,.,15.3,.,12.4,.,1,.,3965.54,-0.01,.,5600,Pass,Green,3.9,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr 16,1129.944,Vertical,DVB-S2 8PSK,R3/4,8.2,.,14.8,.,16.1,.,13.2,.,1,.,4020.06,0.01,.,31247,Pass,Green,4.7,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-H-PRE-100900.spop,., 1.64,G17,Tr 17,1109.944,Horizontal,DVB-S2,.,.,.,.,.,.,.,.,.,0,.,4040.06,0.0,.,31247,.,.,.,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,.
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr G3B1,1083.964,Vertical,DVB-S2 8PSK,R5/6,9.6,.,17.7,.,19.0,.,15.7,.,1,.,4066.04,0.0,.,6052,Pass,Green,6.1,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr 18,1073.932,Vertical,DVB-S QPSK,R3/4,11.2,.,16.8,.,18.1,.,16.9,.,1,.,4076.07,0.02,.,3000,Pass,Green,7.7,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
100900,G17-V-PRE-100900.spop,., 1.64,G17,Tr 20,1049.952,Vertical,DVB-S2 8PSK,R5/6,6.3,.,14.4,.,15.7,.,12.4,.,1,.,4100.05,0.01,.,30000,Pass,Green,2.8,.,.,.,.,C-Band LNBF 13/,Generic C Band,H/V Dual Pol LN,Under,0.0,.,.,SW Continent US,12/21/2020,.,11:46:41,.,ModCod
